epoch,step,test/Accuracy,test/F1score,test/IoU,test/Loss,test/Precision,test/Recall,train/Accuracy,train/F1score,train/IoU,train/Loss,train/Precision,train/Recall,val/Accuracy,val/F1score,val/IoU,val/Loss,val/Precision,val/Recall
0,120,,,,,,,,,,,,,0.9999970197677612,0.9999889731407166,0.9999779462814331,-100249.96875,0.9999889731407166,0.9999889731407166
0,120,,,,,,,0.9691551327705383,0.8920422792434692,0.8662208914756775,-125361.6640625,0.8920422792434692,0.8920422792434692,,,,,,
1,241,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,-142514.46875,0.9999895095825195,0.9999895095825195
1,241,,,,,,,0.9999790191650391,0.9999257326126099,0.9998539090156555,0.006013878155499697,0.9999257326126099,0.9999257326126099,,,,,,
2,362,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,-47520.13671875,0.9999895095825195,0.9999895095825195
2,362,,,,,,,0.9999802708625793,0.9999289512634277,0.9998608827590942,-32131.046875,0.9999289512634277,0.9999289512634277,,,,,,
3,483,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,-60473.23828125,0.9999895095825195,0.9999895095825195
3,483,,,,,,,0.9999801516532898,0.9999289512634277,0.9998608231544495,0.0013611550675705075,0.9999289512634277,0.9999289512634277,,,,,,
4,604,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,-55001.5703125,0.9999895095825195,0.9999895095825195
4,604,,,,,,,0.9999799132347107,0.9999289512634277,0.9998608231544495,-0.006797370500862598,0.9999289512634277,0.9999289512634277,,,,,,
5,725,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,-178133.734375,0.9999895095825195,0.9999895095825195
5,725,,,,,,,0.9999802708625793,0.9999291300773621,0.9998605251312256,-0.005203201435506344,0.9999291300773621,0.9999291300773621,,,,,,
6,846,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,-50152.74609375,0.9999895095825195,0.9999895095825195
6,846,,,,,,,0.9999800324440002,0.9999293088912964,0.9998606443405151,-253606.53125,0.9999293088912964,0.9999293088912964,,,,,,
7,967,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,-0.06433907151222229,0.9999895095825195,0.9999895095825195
7,967,,,,,,,0.9999801516532898,0.9999287724494934,0.9998610019683838,-0.00843682698905468,0.9999287724494934,0.9999287724494934,,,,,,
8,1088,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,-0.064650759100914,0.9999895095825195,0.9999895095825195
8,1088,,,,,,,0.9999800324440002,0.9999292492866516,0.9998608231544495,-0.011950690299272537,0.9999292492866516,0.9999292492866516,,,,,,
9,1209,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,-72163.6015625,0.9999895095825195,0.9999895095825195
9,1209,,,,,,,0.9999801516532898,0.9999290108680725,0.9998608231544495,-201248.078125,0.9999290108680725,0.9999290108680725,,,,,,
10,1330,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,-0.0659618228673935,0.9999895095825195,0.9999895095825195
10,1330,,,,,,,0.9999799132347107,0.9999290108680725,0.9998608827590942,-0.015744945034384727,0.9999290108680725,0.9999290108680725,,,,,,
11,1451,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,-0.06623747199773788,0.9999895095825195,0.9999895095825195
11,1451,,,,,,,0.9999802112579346,0.9999290108680725,0.9998608827590942,-0.008779109455645084,0.9999290108680725,0.9999290108680725,,,,,,
12,1572,,,,,,,,,,,,,0.9999971389770508,0.9999895095825195,0.9999790191650391,34318.08984375,0.9999895095825195,0.9999895095825195
12,1572,,,,,,,0.999980092048645,0.9999290108680725,0.9998606443405151,-0.010764416307210922,0.9999290108680725,0.9999290108680725,,,,,,
